"","Candidate","Constituency","Party","State.name","Candidate.Sex","Candidate.Category","Candidate.Age","Total.Votes.Polled","Position","Total.voters","Total_Electors","TOT_CONTESTANT","POLL.PERCENTAGE","Total.Persons","Total.HinduPersons","Total.Muslim.Persons","Sex.Ratio..per.1000.","Average.Literacy","INCUMBENT_PARTY","Incumbency","Education","Total.Assets","Women","Winner","Criminal.Case","SeriousCrime"
"1729","MAHENDRA SINGH VERMA","Sitapur","SP","Uttar Pradesh","M","GEN",58,221474,2,705007,1230078,16,57.31400773,4483992,3555450,893725,888,"61.12%","BSP",0,"12th Pass",11785323,0,0,4,1
"1730","MAHENDRA TUKARAM AHIRE","Mumbai North","IND","Maharashtra","M","GEN",41,1536,8,685454,1608924,23,42.60325534,3085411,1873762,773173,832,"89.21%","INC",0,"12th Pass",1376703,0,0,0,0
"1731","MAHESH","Gautam buddh Nagar","IND","Uttar Pradesh","M","GEN",40,1886,8,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"1732","MAHESH","Salempur","IND","Uttar Pradesh","M","GEN",70,1569,20,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"Illiterate",510000,0,0,0,0
"1733","MAHESH CHANDRA SHARMA","Kanpur","IND","Uttar Pradesh","M","GEN",65,767,11,512921,1390055,18,36.89933132,1796184,1612968,176327,862,"79.65%","INC",0,"Post Graduate",3812000,0,0,0,0
"1734","MAHESH JATAV","MORENA","IND","Madhya Pradesh","M","SC",32,1323,17,710729,1339897,24,53.04355484,1965970,1875495,76159,840,"71.03%","BJP",0,NA,NA,NA,NA,NA,NA
"1735","MAHESH KUMAR SHARMA","Gautam buddh Nagar","BJP","Uttar Pradesh","M","GEN",48,229709,2,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"1736","MAHESH PAL SINGH","Shahjahanpur","IND","Uttar Pradesh","M","SC",32,2257,14,792508,1627964,15,48.68092906,3006538,2412595,527581,872,"59.54%","INC",0,"10th Pass",501100,0,0,0,0
"1737","MAHESH PRATAP SHARMA","Aligarh","RVP","Uttar Pradesh","M","GEN",54,584,17,692645,1345351,23,51.48433383,3673889,2904140,729283,882,"67.52%","INC",0,"Graduate",7155500,0,0,0,0
"1738","MAHESH RAM JETHMALANI","Mumbai North central","BJP","Maharashtra","M","GEN",52,144797,2,664661,1681985,19,39.51646418,3085411,1873762,773173,832,"89.21%","INC",0,NA,NA,NA,NA,NA,NA
"1739","MAHESH RATHI ""CHANAKYA""","Thane","RVNP","Maharashtra","M","GEN",49,3401,7,749879,1806803,30,41.50308584,11060148,8716055,1355630,886,"84.53%","SHS",0,"Graduate",4927000,0,0,0,0
"1740","MAHESH SAXENA","Pilibhit","IND","Uttar Pradesh","M","GEN",51,2912,10,837939,1310007,16,63.96446737,2031007,1449007,489686,895,"61.47%","BJP",0,"12th Pass",3700000,0,0,0,0
"1741","MAHESH SINGH JATAV","MORENA","IND","Madhya Pradesh","M","SC",29,2052,10,710729,1339897,24,53.04355484,1965970,1875495,76159,840,"71.03%","BJP",0,NA,NA,NA,NA,NA,NA
"1742","MAHESWARAN V","Salem","IND","Tamil Nadu","M","GEN",28,658,22,895858,1171839,23,76.44889784,3482056,3326357,95487,954,"72.86%","INC",0,"Graduate Professional",30000,0,0,0,0
"1743","MAHESWARAN.N","Namakkal","DMDK","Tamil Nadu","M","GEN",30,79420,3,846414,1075526,25,78.69767909,1726601,1673652,32483,986,"74.63%","INC",0,"Graduate Professional",9199000,0,0,0,0
"1744","MAHFAZUL HAK ALIAS RAJU KHAN","Fatehpur","IND","Uttar Pradesh","M","GEN",38,2852,14,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,"12th Pass",332100,0,0,0,0
"1745","MAIKOO LAL","Bahraich","IND","Uttar Pradesh","M","SC",63,3353,9,512701,1246823,13,41.1205921,3487731,2291892,1169330,892,"49.36%","SP",0,"5th Pass",1959600,0,0,0,0
"1746","MAIKU LAL","Sitapur","BSRD","Uttar Pradesh","M","GEN",45,1332,15,705007,1230078,16,57.31400773,4483992,3555450,893725,888,"61.12%","BSP",0,"Not Given",2e+05,0,0,0,0
"1747","MAINUDDIN CHISTY","Diamond harbour","IND","West Bengal","M","GEN",51,9966,4,1054156,1302398,10,80.93962061,8161961,5155545,2903075,956,"77.51%","CPM",0,NA,NA,NA,NA,NA,NA
"1748","MAKANSINGH SOLANKI (BABUJI)","KHARGONE","BJP","Madhya Pradesh","M","ST",55,351296,1,760559,1263778,11,60.18137679,1873046,1725441,135085,965,"62.70%","BJP",1,NA,NA,NA,NA,NA,NA
"1749","MAKBUL FARID SK.","Raver","IND","Maharashtra","M","GEN",36,1650,16,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"Literate",11000,0,0,0,0
"1750","MALAIRAJ   P","Sivaganga","IND","Tamil Nadu","M","GEN",41,6481,6,775416,1092438,20,70.98032108,1339101,1186078,74310,1003,"79.85%","INC",0,NA,NA,NA,NA,NA,NA
"1751","MALARVIZHI P","Tiruppur","IND","Tamil Nadu","F","GEN",47,1171,18,742012,993758,21,74.66727312,2479052,2278835,123983,989,"78.68%","INC",0,NA,NA,NA,NA,NA,NA
"1752","MALIK SAKTI MOHAN","Arambagh","CPM","West Bengal","M","SC",49,630254,1,1163372,1375377,5,84.58568087,5913457,5056953,620554,966,"78%","CPM",1,NA,NA,NA,NA,NA,NA
"1753","MALKHAN SINGH","Shahjahanpur","IND","Uttar Pradesh","M","SC",63,2257,13,792508,1627964,15,48.68092906,3006538,2412595,527581,872,"59.54%","INC",0,"Post Graduate",1160211,0,0,0,0
"1754","MALLIKA SARKAR (NANDY)","Maldaha Uttar","IND","West Bengal","F","GEN",50,10046,4,921885,1101096,9,83.72430742,3988845,1914352,2045151,944,"61.73%","INC",0,NA,NA,NA,NA,NA,NA
"1755","MALOOK NAGAR","Meerut","BSP","Uttar Pradesh","M","GEN",43,184991,2,727711,1508788,29,48.23149442,3443689,2183255,1185643,886,"72.84%","BSP",1,"Graduate",853165000,0,0,0,0
"1756","MAMATA BANERJEE","Kolkata Dakshin","AITC","West Bengal","F","GEN",54,576045,1,1007505,1505638,13,66.91548699,4496694,3440290,926414,908,"86.31%",NA,0,"Post Graduate",473194,1,1,0,0
"1757","MAN JI","Salempur","IND","Uttar Pradesh","M","SC",50,2498,16,636703,1621136,25,39.27511325,3100946,2730957,358539,1017,"71.13%","SP",0,"Literate",769750,0,0,0,0
"1758","MAN SINGH","Kaushambi","IND","Uttar Pradesh","M","SC",28,3973,7,551601,1391312,10,39.64610382,1599596,1372381,220423,908,"61.28%",NA,0,"12th Pass",76000,0,0,0,0
"1759","MAN SINGH KASHYAP","Mainpuri","LD","Uttar Pradesh","M","GEN",53,1139,12,695980,1399259,15,49.73918338,1868529,1746649,100723,881,"75.99%","SP",0,NA,NA,NA,NA,NA,NA
"1760","MANAS JANA","Raiganj","IND","West Bengal","M","GEN",36,10426,5,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,"59.07%","INC",0,NA,NA,NA,NA,NA,NA
"1761","MANAVAN. P.K.","Karur","IND","Tamil Nadu","M","SC",44,1598,11,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,NA,NA,NA,NA,NA,NA
"1762","MANAVAULAN K","Arakkonam","SP","Tamil Nadu","M","GEN",54,980,18,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,"10th Pass",30000,0,0,0,0
"1763","MANBHAWAN","Lalganj","BRPP","Uttar Pradesh","M","SC",32,3203,9,658563,1509536,11,43.62684957,4613913,3878626,718692,1019,"70.93%","SP",0,"Not Given",759500,0,0,0,0
"1764","MANE ARVIND BHIVA","Hatkanangle","BBM","Maharashtra","M","GEN",43,3987,7,979460,1458560,10,67.15253401,2822143,2440312,239607,966,"81.48%",NA,0,"12th Pass",157000,0,0,0,0
"1765","MANE GAJANAN PANDURANG","Latur","IND","Maharashtra","M","SC",41,4569,9,829488,1509987,18,54.93345307,2454196,2006984,367664,928,"77.26%","BJP",0,"Literate",101667,0,0,0,0
"1766","MANE NIVEDITA SAMBHAJIRAO","Hatkanangle","NCP","Maharashtra","F","GEN",45,385965,2,979460,1458560,10,67.15253401,2822143,2440312,239607,966,"81.48%",NA,0,"Graduate",30170798,1,0,0,0
"1767","MANESHWARI NAIK","MANDLA","RPI(A)","Madhya Pradesh","F","ST",65,4149,11,859675,1528061,14,56.25920693,1054905,849518,16558,1008,"66.87%","BJP",0,NA,NA,NA,NA,NA,NA
"1768","MANGAL SINGH LOKHANDE","BETUL","SWJP","Madhya Pradesh","M","ST",51,3534,8,636569,1286761,16,49.47064762,1575362,1505745,37590,971,"68.90%","BJP",0,NA,NA,NA,NA,NA,NA
"1769","MANGESH BHARAT KHADE","Thane","IND","Maharashtra","M","GEN",30,672,28,749879,1806803,30,41.50308584,11060148,8716055,1355630,886,"84.53%","SHS",0,"Literate",0,0,0,0,0
"1770","MANI SHANKAR AIYAR","Mayiladuthurai","INC","Tamil Nadu","M","GEN",68,327235,2,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,"INC",1,"Post Graduate",72014689,0,0,0,0
"1771","MANI. R","Dharmapuri","IND","Tamil Nadu","M","GEN",66,9982,6,778160,1069601,21,72.7523628,1506843,1452956,38304,946,"68.54%","PMK",0,"Others",5e+05,0,0,0,0
"1772","MANI.G","Chennai central","IND","Tamil Nadu","M","GEN",52,1914,7,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"1773","MANI.S","Theni","IND","Tamil Nadu","M","GEN",41,5127,8,800649,1074931,22,74.48375756,1245899,1148990,56751,991,"77.26%",NA,0,"5th Pass",605000,0,0,0,0
"1774","MANICKA TAGORE","Virudhunagar","INC","Tamil Nadu","M","GEN",36,307187,1,767653,992051,16,77.38039677,1942288,1822626,47838,1007,"80.15%",NA,0,"Graduate Professional",3313910,0,1,0,0
"1775","MANICKAM V","Kallakurichi","IND","Tamil Nadu","M","GEN",57,1626,19,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"Graduate",2643519,0,0,0,0
"1776","MANIK BOURI","Bishnupur","BSP","West Bengal","M","SC",43,8816,7,1054538,1237948,7,85.18435346,7717563,6008472,1599764,NA,NA,"CPM",0,NA,NA,NA,NA,NA,NA
"1777","MANIK CHAND","Mirzapur","IND","Uttar Pradesh","M","SC",37,1654,19,733350,1405539,27,52.17571337,2496970,2292534,195765,903,"68.48%","BSP",0,"Not Given",256000,0,0,0,0
"1778","MANIK CHANDRA MONDAL","Tamluk","LJP","West Bengal","M","SC",33,2044,7,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,"87.02%","CPM",0,"Graduate",10000,0,0,0,0
"1779","MANIK RAMU SHINDE","Aurangabad","KM","Maharashtra","M","GEN",34,2728,13,731148,1417964,22,51.56322728,3701282,2545438,786677,923,"79.02%","SHS",0,"Graduate",1850000,0,0,0,0
"1780","MANIK SINGH","SIDHI","SP","Madhya Pradesh","M","ST",43,13724,6,675876,1358291,11,49.75929311,1127033,1077545,34419,957,"64.43%","BJP",0,NA,NA,NA,NA,NA,NA
"1781","MANIKANDA PRABU G","Dindigul","IND","Tamil Nadu","M","SC",28,5331,8,820561,1085696,19,75.57925976,2159775,1879494,105012,998,"76.26%","INC",0,"10th Pass",0,0,0,0,0
"1782","MANIKANDAN P","Tiruvannamalai","IND","Tamil Nadu","M","GEN",30,558,26,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"8th Pass",350000,0,0,0,0
"1783","MANIKANDAN, V","Chidambaram","IND","Tamil Nadu","M","SC",32,9799,4,871085,1126828,13,77.3041671,2605914,2391675,123749,987,"78.04%","PMK",0,"12th Pass",50000,0,0,0,0
"1784","MANIKANDAN.M","Karur","IND","Tamil Nadu","M","GEN",33,617,24,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Not Given",113000,0,0,0,0
"1785","MANIKANDAN.S","Tiruvannamalai","DMDK","Tamil Nadu","M","GEN",29,56960,3,840875,1052587,30,79.88650819,2464875,2294369,91636,994,"74.21%","DMK",0,"Graduate",1006447,0,0,0,0
"1786","MANIMARAN S","Sriperumbudur","IND","Tamil Nadu","M","GEN",29,246,31,794054,1201237,32,66.10302546,735394,569477,78452,1042,"85.20%","DMK",0,"8th Pass",69000,0,0,0,0
"1787","MANIMARAN.K","Kancheepuram","IND","Tamil Nadu","M","SC",37,955,15,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,"10th Pass",3000,0,0,0,0
"1788","MANIRAM JATAV","GUNA","LJP","Madhya Pradesh","M","SC",27,913,15,649981,1202772,18,54.04025036,1241519,1172248,49203,912,"63.23%","INC",0,NA,NA,NA,NA,NA,NA
"1789","MANISH ASIJA","Firozabad","IND","Uttar Pradesh","M","GEN",44,33785,4,684904,1422243,16,48.15660896,2498156,2140745,314812,875,"71.92%","SP",0,"Graduate",25552837,0,0,4,1
"1790","MANISH BHAI URF NITU","Muzaffarnagar","ABHM","Uttar Pradesh","M","GEN",35,377,23,745829,1370117,23,54.43542413,4143512,2382914,1711453,889,"69.12%","SP",0,NA,NA,NA,NA,NA,NA
"1791","MANISH KUMAR JAIN","SATNA","IND","Madhya Pradesh","M","GEN",31,5177,6,659614,1207500,21,54.62641822,2228935,2158623,59471,926,"72.26%","BJP",0,NA,NA,NA,NA,NA,NA
"1792","MANISH KUMAR PANDEY","Faizabad","ABHM","Uttar Pradesh","M","GEN",35,2995,16,749172,1500160,23,49.93947312,2470996,2094271,365806,962,"68.73%","BSP",0,"Post Graduate",32500,0,0,0,0
"1793","MANISHA MUKESH GADE","Mumbai North East","KKJHS","Maharashtra","F","SC",34,1900,8,667932,1572890,16,42.46527093,3085411,1873762,773173,832,"89.21%","INC",0,"Post Graduate",6200000,1,0,0,0
"1794","MANIVANNAN C","Chennai South","IND","Tamil Nadu","M","GEN",39,151,41,728113,1162062,43,62.65698388,4646732,3751322,439270,989,"90.18%","DMK",0,"Graduate",105000,0,0,0,0
"1795","MANIVANNAN. S","Karur","IND","Tamil Nadu","M","GEN",36,937,18,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Graduate Professional",1247000,0,0,0,0
"1796","MANIYAN O.S.","Mayiladuthurai","ADMK","Tamil Nadu","M","GEN",53,364089,1,799586,1091519,23,73.254428,1616450,1435072,128617,NA,NA,"INC",0,NA,NA,NA,NA,NA,NA
"1797","MANIYAR YUNUS MAHMOOD ZAHMI","Yavatmal-Washim","AUDF","Maharashtra","M","GEN",50,7412,5,840248,1554042,28,54.06855156,2772348,2251401,239236,952,"82.82%","BJP",0,"10th Pass",21100000,0,0,0,0
"1798","MANJESH KUMAR","Akbarpur","IND","Uttar Pradesh","M","GEN",37,1642,9,637493,1461050,17,43.63252455,2470996,2094271,365806,962,"68.73%","BSP",0,"12th Pass",115000,0,0,0,0
"1799","MANJUR ALAHI MUNSHI","Maldaha Dakshin","IND","West Bengal","M","GEN",42,3167,9,829583,1052093,9,78.85072898,3988845,1914352,2045151,944,"61.73%","INC",0,NA,NA,NA,NA,NA,NA
"1800","MANMATHA BISWAS","Ranaghat","IND","West Bengal","M","SC",49,12159,5,1147245,1329436,6,86.29561709,5167600,3728482,1382682,947,"74.97%",NA,0,"8th Pass",771500,0,0,0,0
"1801","MANMOHAN GUPTA","Jhansi","IJP","Uttar Pradesh","M","GEN",62,3021,17,861859,1562082,18,55.17373608,1998603,1823930,147842,890,"75.05%","SP",0,"Not Given",3528456,0,0,0,0
"1802","MANMOHAN SHAH BATTI","CHHINDWARA","IND","Madhya Pradesh","M","ST",46,27414,3,829449,1154249,28,71.86049111,2090922,1923920,100692,964,"71.16%","INC",0,NA,NA,NA,NA,NA,NA
"1803","MANNAN M P","Kallakurichi","IND","Tamil Nadu","M","SC",48,659,28,854955,1106352,29,77.2769426,3458873,3174941,133896,987,"71.88%",NA,0,"Post Graduate",90000,0,0,0,0
"1804","MANOHAR BALKRISHNA KHEDKAR","Sangli","BBM","Maharashtra","M","GEN",58,2363,14,776868,1490571,14,52.1188189,2822143,2440312,239607,966,"81.48%","INC",0,"Graduate",12695500,0,0,0,0
"1805","MANOHAR SINGH MARAVI","SHAHDOL","BSP","Madhya Pradesh","M","ST",46,26757,4,629897,1272377,8,49.50553177,1066063,997073,42426,974,"66.67%","BJP",0,NA,NA,NA,NA,NA,NA
"1806","MANOHAR TIRKEY","Alipurduars","RSP","West Bengal","M","ST",54,384890,1,934139,1229301,9,75.98944441,2819086,2087766,720033,942,"74.78%","RSP",1,NA,NA,NA,NA,NA,NA
"1807","MANOHARAN S","Kanniyakumari","IND","Tamil Nadu","M","SC",30,5063,6,765663,1178047,22,64.99426593,1870374,909872,78590,1019,"91.75%",NA,0,NA,NA,NA,NA,NA,NA
"1808","MANOHARAN.V.","Erode","IND","Tamil Nadu","M","GEN",57,1156,20,767466,1010079,25,75.98078962,2251744,2115455,76098,993,"72.58%",NA,0,"10th Pass",2635000,0,0,0,0
"1809","MANOJ","Dhaurahra","IND","Uttar Pradesh","M","GEN",34,4108,7,759610,1269584,12,59.83140934,4021243,3078262,807600,894,"60.56%",NA,0,"5th Pass",1991000,0,0,0,0
"1810","MANOJ","Gautam buddh Nagar","IND","Uttar Pradesh","M","GEN",34,909,17,739047,1522397,26,48.54495903,1648115,1394025,215500,851,"80.12%",NA,0,NA,NA,NA,NA,NA,NA
"1811","MANOJ DEVALIYA","DAMOH","BJBP","Madhya Pradesh","M","GEN",28,1253,20,599184,1357985,21,44.1230205,1264219,1186420,47966,910,"69.73%","BJP",0,NA,NA,NA,NA,NA,NA
"1812","MANOJ G. SINGH","Mumbai South central","IND","Maharashtra","M","GEN",39,1080,13,598853,1515899,23,39.5048087,3085411,1873762,773173,860,"89.91%","SHS",0,NA,NA,NA,NA,NA,NA
"1813","MANOJ JANARDAN PATIL","Yavatmal-Washim","IND","Maharashtra","M","SC",38,3583,8,840248,1554042,28,54.06855156,2772348,2251401,239236,952,"82.82%","BJP",0,"Graduate",79000,0,0,0,0
"1814","MANOJ KUMAR","Banda","IND","Uttar Pradesh","M","GEN",30,3121,11,619793,1386265,15,44.7095613,1799410,1637549,157612,863,"66.67%","SP",0,"Post Graduate",2275195,0,0,0,0
"1815","MANOJ KUMAR","Bansgaon","IND","Uttar Pradesh","M","SC",29,5481,7,649971,1663648,15,39.06902181,4440895,4009037,403847,950,"70.83%","INC",0,"12th Pass",71000,0,0,1,0
"1816","MANOJ KUMAR","Kaiserganj","LD","Uttar Pradesh","M","GEN",33,1860,17,565659,1376267,23,41.10096369,3487731,2291892,1169330,892,"49.36%","SP",0,NA,NA,NA,NA,NA,NA
"1817","MANOJ KUMAR PASWAN","Howrah","IND","West Bengal","M","GEN",32,3710,7,994203,1344746,15,73.93240062,4850029,3535844,1270641,939,"83.31%","CPM",0,"12th Pass",14000,0,0,0,0
"1818","MANOJ KUMAR S/O HANUMANT PRASAD","Rae bareli","IND","Uttar Pradesh","M","GEN",36,1991,12,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Literate",285000,0,0,0,0
"1819","MANOJ KUMAR S/O RAM NARESH SINGH","Rae bareli","IND","Uttar Pradesh","M","GEN",58,1552,14,666661,1379507,16,48.32603242,3405559,2975998,413243,943,"67.25%","INC",0,"Graduate",605000,0,0,0,0
"1820","MANOJ SINHA","Ballia","BJP","Uttar Pradesh","M","GEN",50,137740,3,677834,1679029,16,40.37059515,3239774,3004240,213440,937,"70.94%","SJP(R)",0,"Graduate Professional",12481148,0,0,0,0
"1821","MANOJ TIGGA","Alipurduars","BJP","West Bengal","M","ST",36,199843,3,934139,1229301,9,75.98944441,2819086,2087766,720033,942,"74.78%","RSP",0,NA,NA,NA,NA,NA,NA
"1822","MANOJ TIWARI","Gorakhpur","IND","Uttar Pradesh","M","GEN",30,1802,14,750975,1696474,26,44.26681458,4440895,4009037,403847,950,"70.83%","BJP",0,NA,NA,NA,NA,NA,NA
"1823","MANOJ TIWARI MRIDUL","Gorakhpur","SP","Uttar Pradesh","M","GEN",39,83059,3,750975,1696474,26,44.26681458,4440895,4009037,403847,950,"70.83%","BJP",0,NA,NA,NA,NA,NA,NA
"1824","MANORANJAN MANDAL","Tamluk","BSP","West Bengal","M","SC",65,5891,5,1148514,1271230,9,90.34667212,5095875,4343972,743436,938,"87.02%","CPM",0,"10th Pass",944000,0,0,0,0
"1825","MANSHARAM","Ambedkar Nagar","MADP","Uttar Pradesh","M","GEN",40,1652,20,811692,1494838,22,54.29966324,2397888,1985654,401678,978,"72.23%",NA,0,"8th Pass",1981500,0,0,0,0
"1826","MANSINGH BISEN","BALAGHAT","IND","Madhya Pradesh","M","GEN",59,13195,7,756645,1339239,18,56.49813065,1701698,1519384,38542,1021,"77.09%","BJP",0,NA,NA,NA,NA,NA,NA
"1827","MANSOOR  AHMED","Vellore","BSP","Tamil Nadu","M","GEN",46,2818,8,724156,1010067,24,71.69385793,3936331,3397857,414760,1007,"79.17%","DMK",0,NA,NA,NA,NA,NA,NA
"1828","MANSOOR ALI KHAN.A","Tiruchirappalli","IND","Tamil Nadu","M","GEN",46,2532,7,718714,1067193,24,67.34620636,2722290,2279413,190964,1013,"83.23%","MDMK",0,"8th Pass",8821000,0,0,1,1
"1829","MANTARI SINGH","Amroha","IND","Uttar Pradesh","M","SC",41,3029,10,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",1,"12th Pass",1330850,0,0,0,0
"1830","MANU DEVI","Bahraich","PECP","Uttar Pradesh","F","SC",31,5255,7,512701,1246823,13,41.1205921,3487731,2291892,1169330,892,"49.36%","SP",0,"Graduate",308000,1,0,0,0
"1831","MANVENDRA SINGH","Mathura","INC","Uttar Pradesh","M","GEN",62,85418,3,726515,1341649,16,54.15089938,2547184,2310776,216933,863,"70.36%","INC",1,"12th Pass",14959430,0,0,0,0
"1832","MARATHE BHIMRAO PARBAT","Raver","KM","Maharashtra","M","GEN",51,1589,18,720038,1418691,19,50.75368773,4229917,3457615,560261,925,"78.20%","SHS",0,"10th Pass",1926000,0,0,2,0
"1833","MARIMUTHU.E","Chennai central","IND","Tamil Nadu","M","GEN",54,170,34,610808,1000705,37,61.03776837,4646732,3751322,439270,989,"90.18%","DMK",0,NA,NA,NA,NA,NA,NA
"1834","MARIMUTHU.P","Chennai North","IND","Tamil Nadu","M","GEN",54,440,23,659920,1016663,29,64.91039804,4646732,3751322,439270,989,"90.18%","DMK",0,"Not Given",0,0,0,0,0
"1835","MARKANDAN.N","Coimbatore","IND","Tamil Nadu","M","GEN",72,1274,19,824457,1163781,25,70.84296788,3458045,3044145,211035,1000,"83.98%","CPI",0,NA,NA,NA,NA,NA,NA
"1836","MAROT RAO KHAVASE","CHHINDWARA","BJP","Madhya Pradesh","M","GEN",59,288516,2,829449,1154249,28,71.86049111,2090922,1923920,100692,964,"71.16%","INC",0,NA,NA,NA,NA,NA,NA
"1837","MARUDHAMUTHU, V","Chidambaram","IND","Tamil Nadu","M","SC",61,8367,5,871085,1126828,13,77.3041671,2605914,2391675,123749,987,"78.04%","PMK",0,NA,NA,NA,NA,NA,NA
"1838","MARUTHAIVEERAN.V","Karur","IND","Tamil Nadu","M","SC",43,2132,10,825125,1012924,38,81.45971465,1064493,993666,53292,1015,"75.60%","DMK",0,"Illiterate",32000,0,0,0,0
"1839","MARY JOHN","Arakkonam","BSP","Tamil Nadu","M","GEN",61,6641,5,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,"Post Graduate",10441915,0,0,0,0
"1840","MASHKOOR","Saharanpur","IND","Uttar Pradesh","M","GEN",49,4433,8,821122,1298132,15,63.25412208,3466382,1966892,1454052,890,"70.49%","SP",0,"Literate",920000,0,0,0,0
"1841","MASILAMANI R","Viluppuram","IND","Tamil Nadu","M","SC",65,1234,16,796642,1068171,19,74.58000638,3458873,3174941,133896,987,"71.88%",NA,0,"5th Pass",350000,0,0,0,0
"1842","MASKE MACHINDRA BABURAO","Beed","BSP","Maharashtra","M","GEN",54,25284,3,1073989,1637239,21,65.59757006,2585049,2174672,320395,916,"76.99%","NCP",0,NA,NA,NA,NA,NA,NA
"1843","MASRAM NIRANJAN SHIVRAM","Chandrapur","GGP","Maharashtra","M","ST",42,9065,8,899430,1536352,23,58.54322447,2204307,1780085,92297,961,"80.01%","BJP",0,"10th Pass",50000,0,0,0,0
"1844","MASTER CHOTEY LAL GANGWAR","Pilibhit","NCP","Uttar Pradesh","M","GEN",61,4963,7,837939,1310007,16,63.96446737,2031007,1449007,489686,895,"61.47%","BJP",0,"Literate",6901000,0,0,0,0
"1845","MATA PRASAD PANDEY","Domariyaganj","SP","Uttar Pradesh","M","GEN",72,60186,5,738083,1499679,16,49.21606557,2464464,2082976,364510,963,"67.22%","BSP",0,"Post Graduate",6516785,0,0,0,0
"1846","MATHEW   N  D","Arakkonam","IND","Tamil Nadu","M","GEN",36,1247,16,855122,1098607,20,77.8369335,3936331,3397857,414760,1007,"79.17%","PMK",0,NA,NA,NA,NA,NA,NA
"1847","MATHIKKARASU P","Chennai South","IND","Tamil Nadu","M","GEN",52,1780,7,728113,1162062,43,62.65698388,4646732,3751322,439270,989,"90.18%","DMK",0,"10th Pass",165000,0,0,0,0
"1848","MATHIYALAGAN.K","Kancheepuram","IND","Tamil Nadu","M","SC",33,5161,5,787103,1060188,20,74.24183258,3998252,3537399,173785,986,"84.49%",NA,0,"8th Pass",0,0,0,0,0
"1849","MATHIYALAGAN.N","Namakkal","IND","Tamil Nadu","M","GEN",41,2292,14,846414,1075526,25,78.69767909,1726601,1673652,32483,986,"74.63%","INC",0,"8th Pass",850000,0,0,1,1
"1850","MATHURA PRASAD","Hathras","IND","Uttar Pradesh","M","SC",30,1492,9,648468,1437725,10,45.10375767,3673889,2904140,729283,882,"67.52%","BJP",0,"Post Graduate",277600,0,0,0,0
"1851","MATHURA PRASAD","Jhansi","IND","Uttar Pradesh","M","GEN",59,5320,12,861859,1562082,18,55.17373608,1998603,1823930,147842,890,"75.05%","SP",0,"Not Given",228400,0,0,0,0
"1852","MATILAL KHATUA","Ghatal","BJP","West Bengal","M","GEN",55,35004,3,1170099,1354861,7,86.36302912,5095875,4343972,743436,938,"87.02%",NA,0,NA,NA,NA,NA,NA,NA
"1853","MATIN","Fatehpur","ANC","Uttar Pradesh","M","GEN",42,1439,18,694394,1536621,18,45.18967266,2632733,2274674,350700,901,"67.43%","BSP",0,"8th Pass",265408,0,0,0,0
"1854","MATIULLAH","Kushi Nagar","NLHP","Uttar Pradesh","M","GEN",43,2879,14,731275,1438263,18,50.84431707,3564544,2928462,620244,961,"65.25%",NA,0,"Graduate Professional",35000,0,0,0,0
"1855","MATIUR RAHMAN","Raiganj","JD(U)","West Bengal","M","GEN",49,2597,12,898839,1108382,12,81.09469479,3007134,1482943,1501170,939,"59.07%","INC",0,NA,NA,NA,NA,NA,NA
"1856","MAUDOOD MADNI","Amroha","BSP","Uttar Pradesh","M","GEN",36,170396,3,706982,1173915,20,60.22429222,4772006,2488265,2248392,NA,"","IND",0,"Not Given",6506000,0,0,3,1
